hotel;meal;market_segment;lead_time;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;is_repeated_guest;previous_cancellations;previous_bookings_not_canceled;booking_changes;days_in_waiting_list;total_of_special_requests;adr;is_canceled
City Hotel;BB;Groups;181;0;2;2;0;0;0;0;0;0;0;0;100;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Online TA;158;0;3;3;0;0;0;0;0;0;0;1;193.5;1
City Hotel;SC;Online TA;141;0;3;2;0;0;0;0;0;0;0;0;135.33;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;SC;Online TA;42;0;3;2;0;0;0;0;0;0;0;2;140;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Groups;181;0;2;2;0;0;0;0;0;0;0;0;100;1
City Hotel;BB;Groups;181;0;2;2;0;0;0;0;0;0;0;0;100;1
City Hotel;BB;Groups;192;0;2;2;0;0;0;0;0;0;11;0;100;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Groups;181;0;2;2;0;0;0;0;0;0;0;0;100;1
City Hotel;BB;Groups;181;0;2;2;0;0;0;0;0;0;0;0;100;1
City Hotel;BB;Groups;181;0;2;2;0;0;0;0;0;0;0;0;100;1
City Hotel;BB;Groups;181;0;2;2;0;0;0;0;0;0;0;0;100;1
City Hotel;BB;Groups;181;0;2;2;0;0;0;0;0;0;0;0;100;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Groups;181;0;2;2;0;0;0;0;0;0;0;0;100;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Offline TA/TO;183;0;2;1;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Online TA;130;0;3;2;1;0;0;0;0;0;0;0;162;1
City Hotel;SC;Online TA;218;0;3;2;0;0;0;0;0;0;0;0;99;1
City Hotel;SC;Online TA;218;0;3;2;0;0;0;0;0;0;0;0;99;1
City Hotel;SC;Online TA;218;0;3;2;0;0;0;0;0;0;0;0;99;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;SC;Online TA;324;0;3;2;0;0;0;0;0;0;0;0;99;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Online TA;130;0;3;3;0;0;0;0;0;0;0;2;189;1
City Hotel;BB;Online TA;122;0;3;2;0;0;0;0;0;0;0;0;154.67;1
City Hotel;BB;Online TA;94;0;3;2;0;0;0;0;0;0;0;0;153;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Online TA;148;0;3;2;0;0;0;0;0;0;0;0;180;1
City Hotel;SC;Online TA;218;0;3;2;0;0;0;0;0;0;0;0;99;1
City Hotel;SC;Online TA;218;0;3;2;0;0;0;0;0;0;0;0;99;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Online TA;158;0;3;2;0;0;0;0;0;0;0;1;157.5;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Online TA;148;0;3;2;0;0;0;0;0;0;0;0;180;1
City Hotel;BB;Offline TA/TO;192;0;3;2;0;0;0;0;0;0;23;0;170;1
City Hotel;BB;Online TA;38;0;3;3;0;0;0;0;0;0;0;1;208;1
City Hotel;BB;Online TA;41;0;3;2;0;0;0;0;0;0;0;1;140;1
City Hotel;BB;Online TA;130;0;3;2;1;0;0;0;0;0;0;0;162;1
City Hotel;BB;Online TA;130;0;3;2;0;0;0;0;0;0;0;0;149.33;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Online TA;148;0;3;2;0;0;0;0;0;0;0;0;180;1
City Hotel;SC;Online TA;218;0;3;2;0;0;0;0;0;0;0;0;99;1
City Hotel;SC;Online TA;218;0;3;2;0;0;0;0;0;0;0;0;99;1
City Hotel;SC;Online TA;41;0;3;2;0;0;0;0;0;0;0;1;126.67;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Online TA;158;0;3;3;0;0;0;0;0;0;0;1;193.5;1
City Hotel;SC;Online TA;141;0;3;2;0;0;0;0;0;0;0;0;135.33;1
City Hotel;BB;Online TA;130;0;3;2;1;0;0;0;0;0;0;0;162;1
City Hotel;BB;Online TA;130;0;3;2;0;0;0;0;0;0;0;0;149.33;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;HB;Online TA;29;0;3;2;0;0;0;0;0;0;0;1;214.67;1
City Hotel;BB;Online TA;110;0;3;2;0;0;0;0;0;0;0;0;153;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Online TA;148;0;3;2;0;0;0;0;0;0;0;0;180;1
City Hotel;BB;Online TA;94;0;3;2;0;0;0;0;0;0;0;0;153;1
City Hotel;BB;Online TA;37;0;3;2;2;0;0;0;0;0;0;1;236.67;1
City Hotel;BB;Online TA;94;0;3;3;0;0;0;0;0;0;0;0;189;1
City Hotel;SC;Online TA;141;0;3;2;0;0;0;0;0;0;0;0;135.33;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Offline TA/TO;169;0;3;2;0;0;0;0;0;0;0;0;170;1
City Hotel;SC;Online TA;218;0;3;2;0;0;0;0;0;0;0;0;99;1
City Hotel;BB;Online TA;110;0;3;2;0;0;0;0;0;0;0;0;153;1
City Hotel;SC;Online TA;31;0;3;2;0;0;0;0;0;0;0;1;146.67;1
City Hotel;SC;Online TA;218;0;3;2;0;0;0;0;0;0;0;0;99;1
City Hotel;SC;Online TA;141;0;3;2;0;0;0;0;0;0;0;0;135.33;1
City Hotel;BB;Offline TA/TO;34;0;3;2;0;0;0;0;0;0;0;0;117.33;1
City Hotel;BB;Online TA;332;1;3;2;0;0;0;0;0;0;0;2;109.8;1
City Hotel;BB;Online TA;133;1;3;2;1;0;0;0;0;0;0;2;162;1
City Hotel;SC;Online TA;37;1;3;2;0;0;0;0;0;0;0;0;125;1
City Hotel;BB;Online TA;148;1;3;3;0;0;0;0;0;2;0;1;189;1
City Hotel;SC;Online TA;44;1;3;2;0;0;0;0;0;0;0;1;135;1
City Hotel;BB;Online TA;41;1;3;1;0;0;0;0;0;3;0;1;130;1
City Hotel;BB;Online TA;41;1;3;1;0;0;0;0;0;2;0;1;130;1
City Hotel;SC;Online TA;96;1;3;2;0;0;0;0;0;0;0;0;133;1
City Hotel;BB;Direct;130;2;7;2;0;0;0;0;0;0;0;0;123;1
City Hotel;BB;Online TA;39;0;1;2;2;0;0;0;0;0;0;0;230;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Online TA;112;0;2;2;0;0;0;0;0;0;0;0;153;1
City Hotel;SC;Online TA;72;0;1;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Offline TA/TO;175;0;2;2;0;0;0;0;0;0;0;0;99;1
City Hotel;SC;Online TA;38;0;2;2;0;0;0;0;0;0;0;2;140;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;SC;Online TA;128;0;2;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Online TA;29;0;2;2;2;0;0;0;0;0;0;0;260;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;SC;Online TA;42;0;2;2;0;0;0;0;0;0;0;1;120;1
City Hotel;BB;Groups;206;0;2;2;0;0;0;0;0;0;28;0;130;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;SC;Online TA;31;0;2;2;0;0;0;0;0;0;0;0;150;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Online TA;87;0;2;2;0;0;0;0;0;0;0;0;152;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Groups;178;0;2;2;0;0;0;0;0;0;0;0;130;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;SC;Online TA;142;1;2;2;0;0;0;0;0;0;0;0;135.33;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;SC;Online TA;66;1;2;2;0;0;0;0;0;0;0;1;140;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;SC;Online TA;142;1;2;2;0;0;0;0;0;0;0;0;135.33;1
City Hotel;BB;Online TA;157;1;2;3;0;0;0;0;0;0;0;0;144;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Online TA;74;1;2;3;0;0;0;0;0;0;0;0;210;1
City Hotel;SC;Online TA;142;1;2;2;0;0;0;0;0;0;0;0;135.33;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Online TA;121;1;2;2;1;0;0;0;0;0;0;0;162;1
City Hotel;SC;Online TA;142;1;2;2;0;0;0;0;0;0;0;0;135.33;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Online TA;114;1;2;3;0;0;0;0;0;0;0;0;189;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Online TA;157;1;2;2;0;0;0;0;0;0;0;0;193.5;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;BB;Offline TA/TO;219;1;2;2;0;0;0;0;0;0;0;0;105;1
City Hotel;SC;Online TA;38;1;2;2;0;0;0;0;0;0;0;1;126.67;1
City Hotel;BB;Online TA;48;2;2;3;0;0;0;0;0;0;0;0;170;1
City Hotel;SC;Online TA;37;2;2;2;0;0;0;0;0;0;0;1;130;1
City Hotel;BB;Online TA;206;2;2;2;0;0;0;0;0;0;0;2;144;1
City Hotel;SC;Online TA;156;2;2;2;0;0;0;0;0;0;0;0;126;1
City Hotel;SC;Online TA;134;2;2;2;0;0;0;0;0;2;0;1;133;1
City Hotel;BB;Online TA;124;2;2;3;0;0;0;0;0;0;0;0;189;1
City Hotel;BB;Direct;157;2;2;2;0;0;0;0;0;1;0;2;171;1
City Hotel;BB;Online TA;135;2;3;2;0;0;0;0;0;0;0;1;144;1
City Hotel;SC;Online TA;159;2;3;2;0;0;0;0;0;0;0;1;126;1
City Hotel;BB;Direct;51;2;3;2;0;0;0;0;0;0;0;5;78;1
City Hotel;BB;Online TA;317;2;5;3;0;0;0;0;0;0;0;0;142.2;1
City Hotel;BB;Direct;101;0;1;2;0;0;0;0;0;0;0;1;126;1
City Hotel;BB;Online TA;118;0;1;2;0;0;0;0;0;0;0;0;160;1
City Hotel;BB;Direct;30;0;1;2;0;0;0;0;0;0;0;1;144;1
City Hotel;BB;Direct;30;0;1;2;0;0;0;0;0;0;0;1;144;1
City Hotel;BB;Online TA;37;1;1;2;0;0;0;0;0;0;0;1;140;1
City Hotel;SC;Online TA;33;1;1;2;0;0;0;0;0;0;0;0;112;1
City Hotel;BB;Online TA;155;1;1;2;0;0;0;0;0;0;0;2;144;1
City Hotel;BB;Direct;69;1;1;2;0;0;0;0;0;0;0;0;126;1
City Hotel;BB;Online TA;33;1;1;2;1;0;0;0;0;0;0;0;160;1
City Hotel;BB;Online TA;68;1;1;2;0;0;0;0;0;0;0;2;170;1
City Hotel;BB;Online TA;33;1;1;2;1;0;0;0;0;0;0;0;160;1
City Hotel;BB;Online TA;145;1;1;1;0;0;0;0;0;0;0;3;144;1
City Hotel;BB;Online TA;33;1;1;2;1;0;0;0;0;0;0;0;160;1
City Hotel;BB;Online TA;75;2;1;2;0;0;0;0;0;0;0;0;170;1
City Hotel;BB;Direct;45;2;1;2;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Online TA;84;2;1;3;0;0;0;0;0;0;0;0;189;1
City Hotel;BB;Online TA;38;2;2;2;0;0;0;0;0;0;0;1;130;1
City Hotel;BB;Online TA;317;2;2;2;2;0;0;0;0;0;0;1;181.8;1
City Hotel;BB;Online TA;68;2;2;2;0;0;0;0;0;0;0;1;170;1
City Hotel;HB;Online TA;42;2;3;2;0;0;0;0;0;0;0;1;131.6;1
City Hotel;HB;Online TA;101;2;5;2;0;0;0;0;0;0;0;0;184.63;1
City Hotel;BB;Online TA;218;2;5;2;0;0;0;0;0;2;0;1;130.86;1
City Hotel;BB;Online TA;285;2;5;2;0;0;0;0;0;0;0;1;126.9;1
City Hotel;BB;Offline TA/TO;234;2;5;2;0;0;0;0;0;0;0;2;99;1
City Hotel;BB;Online TA;307;2;6;1;0;0;0;0;0;0;0;2;104.4;1
City Hotel;HB;Direct;31;1;0;2;0;0;0;0;0;1;0;2;199;1
City Hotel;SC;Online TA;11;1;0;2;0;0;0;0;0;0;0;0;120;1
City Hotel;BB;Online TA;18;1;0;1;0;0;0;0;0;0;0;0;97.58;1
City Hotel;SC;Online TA;2;1;0;2;0;0;0;0;0;0;0;0;100;1
City Hotel;SC;Online TA;139;2;0;2;0;0;0;0;0;0;0;1;126;1
City Hotel;SC;Online TA;25;2;0;1;0;0;0;0;0;0;0;1;109;1
City Hotel;SC;Offline TA/TO;65;2;0;2;0;0;0;0;0;0;0;0;80.1;1
City Hotel;BB;Online TA;11;2;0;2;0;0;0;0;0;0;0;1;150;1
City Hotel;BB;Online TA;91;2;0;2;0;0;0;0;0;2;0;3;152;1
City Hotel;BB;Direct;24;2;1;2;0;0;0;0;0;0;0;1;153;1
City Hotel;BB;Online TA;17;2;1;2;0;0;0;0;0;0;0;1;129;1
City Hotel;SC;Direct;31;2;1;2;0;0;0;0;0;0;0;2;120;1
City Hotel;SC;Online TA;18;2;1;1;0;0;0;0;0;0;0;1;99;1
City Hotel;SC;Online TA;44;2;1;2;0;0;0;0;0;0;0;1;120;1
City Hotel;SC;Online TA;40;2;1;1;0;0;0;0;0;0;0;0;95;1
City Hotel;BB;Offline TA/TO;29;2;1;2;0;0;0;0;0;0;0;0;99;1
City Hotel;BB;Online TA;67;2;1;2;0;0;0;0;0;0;0;0;170;1
City Hotel;SC;Online TA;40;2;1;1;0;0;0;0;0;0;0;0;95;1
City Hotel;BB;Online TA;31;2;1;2;0;0;0;0;0;2;0;1;126.67;1
City Hotel;BB;Online TA;73;2;1;3;0;0;0;0;0;0;0;0;210;1
City Hotel;SC;Online TA;40;2;2;2;0;0;0;0;0;0;0;1;120;1
City Hotel;BB;Online TA;39;2;2;1;0;0;0;0;0;0;0;1;104;1
City Hotel;SC;Online TA;30;2;2;1;0;0;0;0;0;0;0;0;115;1
City Hotel;SC;Online TA;37;2;2;3;0;0;0;0;0;0;0;1;120;1
City Hotel;BB;Online TA;41;2;2;2;0;0;0;0;0;0;0;1;140;1
City Hotel;BB;Online TA;40;2;2;2;0;0;0;0;0;0;0;1;150;1
City Hotel;BB;Offline TA/TO;69;2;2;2;0;0;0;0;0;0;0;0;89.1;1
City Hotel;BB;Online TA;40;2;2;3;0;0;0;0;0;0;0;1;190;1
City Hotel;SC;Online TA;309;2;2;2;0;0;0;0;0;0;0;0;99;1
City Hotel;BB;Offline TA/TO;67;2;2;2;0;0;0;0;0;0;0;0;89.1;1
City Hotel;BB;Online TA;37;2;2;2;0;0;0;0;0;0;0;1;190;1
City Hotel;BB;Online TA;40;2;2;3;0;0;0;0;0;0;0;1;190;1
City Hotel;BB;Online TA;167;2;2;2;0;0;0;0;0;0;0;0;144;1
City Hotel;BB;Online TA;39;2;2;2;0;0;0;0;0;0;0;1;112;1
City Hotel;SC;Online TA;40;2;2;1;0;0;0;0;0;0;0;1;110;1
City Hotel;SC;Online TA;22;2;2;2;0;0;0;0;0;0;0;1;109;1
City Hotel;SC;Online TA;40;2;2;2;0;0;0;0;0;0;0;1;120;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;253;2;3;2;0;0;0;0;0;0;80;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Online TA;40;2;4;2;0;0;0;0;0;0;0;1;143.33;1
City Hotel;BB;Direct;55;2;5;2;0;0;0;0;0;0;0;1;245;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Groups;173;2;3;2;0;0;0;0;0;0;0;0;140;1
City Hotel;BB;Complementary;27;1;0;2;0;0;0;0;0;0;0;0;0;1
City Hotel;BB;Online TA;34;1;0;2;0;0;0;0;0;0;0;2;140;1
City Hotel;BB;Offline TA/TO;139;1;1;2;0;0;0;0;0;0;0;0;110;1
